Type,Theme,File,Name,Legend,Values,Color,Labels,Unit,Provenance,Order,Visible,Hidden,Goal
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_277.tif,Massasauga,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_285.tif,Spotted Turtle,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_294.tif,Monarch,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_301.tif,Eastern Hog–nosed Snake,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_37.tif,Hooded Warbler,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_46.tif,Cerulean Warbler,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_51.tif,Least Bittern,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_53.tif,Louisiana Waterthrush,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_552.tif,Northern Leopard Frog (Western Boreal/Prairie populations),manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_57.tif,Red–headed Woodpecker,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_574.tif,Yellow Rail,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_588.tif,Butler's Gartersnake,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_60.tif,Short–eared Owl,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_61.tif,Yellow-breasted Chat virens subspecies,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_621.tif,American Badger jacksoni subspecies,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_642.tif,Jefferson Salamander,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_647.tif,Hart's–tongue Fern,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_705.tif,Lakeside Daisy,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_706.tif,Eastern Musk Turtle,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_709.tif,Eastern Ribbonsnake (Great Lakes population),manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_712.tif,Northern Map Turtle,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_714.tif,Eastern Milksnake,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_744.tif,Forked Three–awned Grass,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_793.tif,Butternut,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_807.tif,Hill's Thistle,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_826.tif,Dwarf Lake Iris,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_846.tif,Blanding's Turtle (Great Lakes / St. Lawrence population),manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_868.tif,Houghton's Goldenrod,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_907.tif,Rusty Blackbird,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_919.tif,Aweme Borer,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_942.tif,Golden–winged Warbler,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_951.tif,Chimney Swift,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_986.tif,Common Nighthawk,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Species at Risk (ECCC),T_ECCC_SAR_COSEWICID_999.tif,Olive–sided Flycatcher,manual,"0, 1","#00000000, #fb9a99","absence, presence",km2,national,,FALSE,FALSE,0.2
theme,Shoreline,T_KM_Shoreline_length.tif,Shoreline length,continuous,,BrBG,,km,national,,FALSE,FALSE,0.2
theme,Land Cover,T_LC_Forest_LC.tif,Forest,continuous,,viridis,,ha,national,,FALSE,FALSE,0.2
theme,Land Cover,T_LC_Wetlands.tif,Wetlands,continuous,,viridis,,ha,national,,FALSE,FALSE,0.2
weight,,W_Carbon_potential.tif,Carbon potential,continuous,,YlOrBr,,tonnes/yr,national,,FALSE,FALSE,0.2
weight,,W_Carbon_storage.tif,Carbon storage,continuous,,YlOrBr,,tonnes,national,,FALSE,FALSE,0.2
weight,,W_Climate_extremes.tif,Climate extremes,continuous,,magma,,index,national,,FALSE,FALSE,0.2
weight,,W_Climate_forward_velocity.tif,Climate forward velocity,continuous,,magma,,index,national,,FALSE,FALSE,0.2
weight,,W_Climate_refugia.tif,Climate refugia,continuous,,magma,,index,national,,FALSE,FALSE,0.2
weight,,W_Connectivity.tif,Connectivity,continuous,,mako,,current/km2,national,,FALSE,FALSE,0.2
weight,,W_Human_footprint.tif,Human footprint,continuous,,rocket,,index,national,,FALSE,FALSE,0.2
weight,,W_KBAs.tif,Key Biodiversity Areas,manual,"0, 1","#00000000, #1c9099","outside, inside",km2,national,,FALSE,FALSE,0.2
weight,,W_Recreation.tif,Recreation,continuous,,Greens,,ha,national,,FALSE,FALSE,0.2
weight,,W_REG_NDVI.tif,NDVI,continuous,,RdYlGn,,index,regional,,FALSE,FALSE,0.2
weight,,W_REG_NEP.tif,Niagara Escarpment Planning Area,manual,"0, 1","#00000000, #66c2a5","outside, inside",km2,regional,,TRUE,FALSE,0.2
weight,,W_REG_Proximity_PA_km.tif,Proximity to Existing Conservation,continuous,,viridis,,km,national,,FALSE,FALSE,0.2
weight,,W_REG_Roads.tif,Road Network ,manual,"0, 1, 2, 3","#00000000, #e7298a, #7570b3, #d95f02","no road, tertiary, secondary, primary",rank,regional,,FALSE,FALSE,0.2
weight,,W_REG_Streams_km2.tif,Stream Density ,continuous,,GnBu,,km/km2,regional,,FALSE,FALSE,0.2
